COdigo Baremo;Descricao;VOZ;Tipo veIculo (Recurso);Escopo do problema (Ambito);Elemento Problema (Elemento);PrestaCAo;PrestaCAo_NIvel de TensAo;COdigo ACAo;Descricao acao;UN de Medida
5000003366;Lavagem de rede aérea com equipamentos (transformadores, reguladores e religadores) (Manutenção elétrica);FHO138;BT;Rede BT;BT - LBT - Rede AErea Nua;WB0343;WB0343_BT;222;LAVAGEM DE REDE AEREA COM EQUIPAMENTOS (TRANSFORMADORES, REGULADORES E RELIGADORES);UN
594482;Levantamento cartográfico/planimetria da rede (Topografia);ABR728;BT;Rede BT;BT - LBT - Rede AErea Nua;WB0096;WB0096_BT;223;LEVANTAMIENTO DE CARTOGRAFICA / PLANIMETRIA DA REDE;km
3000019906;Levantamento cartográfico/planimetria da rede (Topografia);ABR728;BT;Rede BT;BT - LBT - Rede AErea Nua;WB0096;WB0096_BT;223;LEVANTAMIENTO DE CARTOGRAFICA / PLANIMETRIA DA REDE;km
3000019320;Levantar ou abaixar redes MT com linha viva (Rede elétrica MT);AHO818;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0791;WB0791_MT;224;LEVANTAR OU ABAIXAR REDES MT COM LINHA VIVA;UN
3000020358;Levantar ou abaixar redes MT com linha viva (Rede elétrica MT);AHO818;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0791;WB0791_MT;224;LEVANTAR OU ABAIXAR REDES MT COM LINHA VIVA;UN
3000008259;Limpeza de faixa de servidão em terreno (Infraestrutura);TBR129;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0622;WB0622_MT;226;LIMPEZA DE FAIXA DE SERVIDAO EM TERRENO ;m2
5000003298;Manutenção integral de subestações aéreas (em dois postes ou reguladores de tensão) (Subestações);FHO130;MT;SubestaCAo MT;MT - SubestaCoes MV/LV - peCa eletromecAnica;WB0336;WB0336_MT;230;MANUTENCAO INTEGRAL DE SUBESTACOES  AEREAS (SUBESTACOES AEREAS EM DOIS POSTES OU REGULADORES DE TENSAO) ;UN
3000019704;Manutenção menor em rede aérea BT (Manutenção elétrica);AHO234;BT;Rede BT;BT - LBT - Cabo aEreo;WB0166;WB0166_BT;228;MANUTENCAO MENOR EM REDE AEREA BT ;UN
3000019705;Manutenção em rede aérea MT (Manutenção elétrica);AHO235;MT;SubestaCAo MT;MT - SubestaCoes MV/LV - peCa eletromecAnica;WB0167;WB0167_MT;229;MANUTENCAO EM REDE AEREA MT;UN
3000019338;Manutenção ou retirada de tirante (Infraestrutura);AHO128;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0121;WB0121_MT;231;MANUTENCAO OU RETIRADA DE TIRANTE;UN
3000019879;Manutenção ou retirada de tirante (Infraestrutura);AHO128;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0121;WB0121_MT;231;MANUTENCAO OU RETIRADA DE TIRANTE;UN
3000020224;Nivelamento e sustentação do poste MT com linha viva (Infraestrutura MT);AHO811;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0777;WB0777_MT;233;NIVELAMENTO E SUSTENTACAO DO POSTE MT COM LINHA VIVA;UN
5000000025;Operação em equipamentos de distribuição aérea MT (Rede elétrica MT);AHO730;MT;Linha MT;MT - LMT - Cabo aEreo;WB0201;WB0201_MT;234;OPERACAO EM EQUIPAMENTOS DE DISTRIBUICAO AEREA MT;CJT
5000000032;Operação em equipamentos de distribuição aérea MT (Rede elétrica MT);AHO730;MT;Linha MT;MT - LMT - Cabo aEreo;WB0201;WB0201_MT;234;OPERACAO EM EQUIPAMENTOS DE DISTRIBUICAO AEREA MT;CJT
3000019744;Pintura/lubrificação de poste (Infraestrutura);AHO130;MT;SubestaCAo MT;MT - SubestaCoes MV/LV - em suporte;WB0122;WB0122_MT;236;PINTURA/LUBRIFICACAO DE POSTE;UN
5000000437;Poda de área arborizada para construção de nova linha de MT sem remoção de resíduos (Vegetação);THO118;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0650;WB0650_MT;238;PODA DE AREA ARBORIZADA PARA CONSTRUCAO DE NOVA LINHA DE MT SEM REMOCAO DE RESIDUOS;m2
5000000413;Poda de área arborizada em linha de MT sem remoção de resíduos (Vegetação);THO116;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0648;WB0648_MT;237;PODA DE AREA ARBORIZADA EM LINHA DE MT SEM REMOCAO DE RESIDUOS;m2
5000000479;Poda/desramificação de área arborizada em linha de MT com equipamento de linha energizada (Vegetação / Linha viva);AHO840;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0814;WB0814_MT;240;Poda e / ou de desramificacao de uma area arborizada em uma linha de media tensAo com equipamento de linha energizada;m2
5000000704;Poda/desramificação de árvore isolada em linha de MT com equipamento de linha energizada (Vegetação / Linha viva);AHO845;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0821;WB0821_MT;249;PODA E/OU DESRAMIFICACAO DE ARVORE ISOLADA EM LINHA DE MEDIA TENSAO COM EQUIPAMENTO DE LINHA ENERGIZADA;UN
5000002748;Poda/desramificação de árvore isolada em linha de MT com equipamento de linha energizada (Vegetação / Linha viva);AHO845;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0821;WB0821_MT;249;PODA E/OU DESRAMIFICACAO DE ARVORE ISOLADA EM LINHA DE MEDIA TENSAO COM EQUIPAMENTO DE LINHA ENERGIZADA;UN
3000007689;Poda de árvore isolada em linha de MT sem remoção de resíduos (Vegetação);THO117;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0649;WB0649_MT;239;PODA DE ARVORE ISOLADA EM LINHA DE MT SEM REMOCAO DE RESIDUOS;UN
5000000443;Poda/desramificação massiva de árvores com equipes de linha viva (Vegetação / Linha viva);AHO846;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0823;WB0823_MT;251;PODA E/OU DESRAMIFICACAO MASSIVA DE ARVORES COM EQUIPES DE LINHA VIVA;m2
5000001799;Poda/desramificação massiva de árvores com equipes de linha viva sem remoção de resíduos (Vegetação / Linha viva);AHO848;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0827;WB0827_MT;241;PODA E / OU DESRAMIFICACAO MASSIVA DE ARVORES COM EQUIPES DE LINHA VIVA SEM REMOCAO DE RESIDUOS;UN
3000020398;Poda/desramificação de árvore isolada em linha de MT (Vegetação);THO103;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0636;WB0636_MT;248;PODA E/OU DESRAMIFICACAO DE ARVORE ISOLADA EM LINHA DE MEDIA TENSAO;UN
3000020396;Poda/desramificação de árvore isolada em linha de BT (Vegetação);THO112;BT;Rede BT;BT - LBT - Rede AErea Nua;WB0644;WB0644_BT;246;PODA E/OU DESRAMIFICACAO DE ARVORE ISOLADA EM LINHA DE BAIXA TENSAO;UN
3000019863;Poda/desramificação de árvore isolada em linha de BT sem retirada de resíduos (Vegetação);THO115;BT;Rede BT;BT - LBT - Rede AErea Nua;WB0647;WB0647_BT;247;PODA E/OU DESRAMIFICACAO DE ARVORE ISOLADA EM LINHA DE BAIXA TENSAO SEM RETIRADA DE RESIDUOS;UN
3000019865;Poda/desramificação de árvore isolada em linha de MT sem retirada de resíduos (Vegetação);THO108;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0641;WB0641_MT;250;PODA E/OU DESRAMIFICACAO DE ARVORE ISOLADA EM LINHA DE MEDIA TENSAO SEM RETIRADA DE RESIDUOS;UN
3000020399;Poda/desramificação de árvore isolada em linha de MT sem retirada de resíduos (Vegetação);THO108;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0641;WB0641_MT;250;PODA E/OU DESRAMIFICACAO DE ARVORE ISOLADA EM LINHA DE MEDIA TENSAO SEM RETIRADA DE RESIDUOS;UN
3000019847;Limpeza de trepadeiras/cercas-vivas com retirada de resíduos (Vegetação);TBR116;BT;Rede BT;BT - LBT - Rede AErea Nua;WB0611;WB0611_BT;225;LIMPEZA DAS TREPADEIRAS, CERCAS-VIVAS - COM RETIRO DE RESIDUOS;m2
3000019849;Poda/desramificação de área arborizada em linha de BT sem retirada de resíduos (Vegetação);THO114;BT;Rede BT;BT - LBT - Rede AErea Nua;WB0646;WB0646_BT;243;PODA E/OU DESRAMIFICACAO DA AREA ARBORIZADA EM LINHA DE BAIXA TENSAO SEM RETIRADA DE RESIDUOS;m2
3000019851;Poda/desramificação de área arborizada em linha de MT sem retirada de resíduos (Vegetação);THO107;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0640;WB0640_MT;245;PODA E/OU DESRAMIFICACAO DA AREA ARBORIZADA EM LINHA DE MEDIA TENSAO SEM RETIRADA DE RESIDUOS;m2
3000020385;Poda/desramificação de área arborizada em linha de MT sem retirada de resíduos (Vegetação);THO107;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0640;WB0640_MT;245;PODA E/OU DESRAMIFICACAO DA AREA ARBORIZADA EM LINHA DE MEDIA TENSAO SEM RETIRADA DE RESIDUOS;m2
3000019848;Poda/desramificação de área arborizada em linha de BT (Vegetação);THO111;BT;Rede BT;BT - LBT - Rede AErea Nua;WB0643;WB0643_BT;242;PODA E/OU DESRAMIFICACAO DA AREA ARBORIZADA EM LINHA DE BAIXA TENSAO;m2
3000019850;Poda/desramificação de área arborizada em linha de MT (Vegetação);THO102;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0635;WB0635_MT;244;PODA E/OU DESRAMIFICACAO DA AREA ARBORIZADA EM LINHA DE MEDIA TENSAO;m2
5000000890;Recolha de resíduos de poda de árvore (Vegetação);TBR134;BT;Rede BT;BT - LBT - Rede AErea Nua;WB0627;WB0627_BT;253;Recolha de resIduos de poda de Arvore;UN
5000003286;Reparos e melhorias nos cabos de aterramento MT e BT com linha viva (Rede elétrica MT/BT);ABR811;MT;SubestaCAo MT;MT - SubestaCoes MV/LV - em suporte;WB0752;WB0752_MT;257;REPRAROS E MELHORIA NOS CABOS DE ATERRAMENTO MT E BT C/ LINHA VIVA;CJT
3000019342;Reparos de falhas em caixa de distribuição aérea (Manutenção elétrica);AHO225;BT;Rede BT;BT - LBT - Rede AErea Nua;WB0157;WB0157_BT;256;REPAROS DE FALHAS EM CAIXA DE DISTRIBUICAO AEREA;UN
3000019697;Retirada de um seccionador aéreo unipolar lâminas, fusíveis, chave seccionadora(Proteção elétrica);AHO221;MT;Linha MT;MT - LMT - Cabo aEreo;WB0153;WB0153_MT;281;RETIRADA DE UM SECIONADOR AEREO UNIPOLAR (LAMINAS, FUSIVEIS, CHAVE SECCIONADORA);UN
3000020287;Retirada de um seccionador aéreo unipolar lâminas, fusíveis, chave seccionadora(Proteção elétrica);AHO221;MT;Linha MT;MT - LMT - Cabo aEreo;WB0153;WB0153_MT;281;RETIRADA DE UM SECIONADOR AEREO UNIPOLAR (LAMINAS, FUSIVEIS, CHAVE SECCIONADORA);UN
3000019866;Retirada de abelhas/arapuá emergencial (Emergencial / Segurança);TBR123;BT;Rede BT;BT - LBT - Rede AErea Nua;WB0616;WB0616_BT;258;RETIRADA DE ABELHAS/ARAPUA EMERGENCIAL;UN
5000001214;Retirada de árvores devido a caimento nas redes MT e/ou BT com equipamento de linha energizada (Vegetação / Linha viva);AHO842;BT;Rede BT;BT - LBT - Rede AErea Nua;WB0817;WB0817_BT;259;RETIRADA DE ARVORES DEVIDO CAIMENTO NAS REDES MEDIA E / OU DE BAIXA TENSAO COM EQUIPAMENTO DE LINHA ENERGIZADA;UN
5000001227;Retirada de árvores devido a caimento nas redes MT e/ou BT com equipamento de linha energizada (Vegetação / Linha viva);AHO842;BT;Rede BT;BT - LBT - Rede AErea Nua;WB0817;WB0817_BT;259;RETIRADA DE ARVORES DEVIDO CAIMENTO NAS REDES MEDIA E / OU DE BAIXA TENSAO COM EQUIPAMENTO DE LINHA ENERGIZADA;UN
3000019393;Retirada de condutor de 16 mm² a 120 mm² cobre ou equivalente em alumínio (Rede elétrica BT);AHO208;BT;Rede BT;BT - LBT - Cabo aEreo;WB0141;WB0141_BT;262;RETIRADA DE CONDUTOR DE 16 MM2 A 120 MM2 COBRE OU SEU EQUIVALENTE EM ALUMINIO.;m
5000000179;Retirada de condutor de 16 mm² a 120 mm² cobre ou equivalente em alumínio (Rede elétrica BT);AHO208;BT;Rede BT;BT - LBT - Cabo aEreo;WB0141;WB0141_BT;262;RETIRADA DE CONDUTOR DE 16 MM2 A 120 MM2 COBRE OU SEU EQUIVALENTE EM ALUMINIO.;m
3000019392;Retirada de condutor aéreo BT nu, multiplexado ou isolado (Rede elétrica BT);AHO211;BT;Rede BT;BT - LBT - Cabo aEreo;WB0143;WB0143_BT;261;RETIRADA DE CONDUTOR AEREO BT NU, MULTIPLEXADO OU ISOLADO DE QUALQUER CAPACIDADE;m
5000000181;Retirada de condutor aéreo BT nu, multiplexado ou isolado (Rede elétrica BT);AHO211;BT;Rede BT;BT - LBT - Cabo aEreo;WB0143;WB0143_BT;261;RETIRADA DE CONDUTOR AEREO BT NU, MULTIPLEXADO OU ISOLADO DE QUALQUER CAPACIDADE;m
5000003284;Retirada de cobertas de proteção em vãos de rede (Segurança);ABR120;MT;SubestaCAo MT;MT - SubestaCoes MV/LV - em suporte;WB0668;WB0668_MT;260;RETIRADA DE COBERTAS DE PROTECAO EM VAOS DE REDE;CJT
594899;Retirada de cruzeta simples ou dupla em disposição passante com linha viva (Rede elétrica MT);AHO813;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0780;WB0780_MT;264;RETIRADA DE CRUZETA SIMPLES  OU DUPLA EM DISPOSICAO PASSANTE  C/ LINHA VIVA;UN
595401;Retirada de cruzeta simples ou dupla em disposição passante com linha viva (Rede elétrica MT);AHO813;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0780;WB0780_MT;264;RETIRADA DE CRUZETA SIMPLES  OU DUPLA EM DISPOSICAO PASSANTE  C/ LINHA VIVA;UN
594900;Retirada de cruzeta simples ou dupla com encabeçamento com linha viva (Rede elétrica MT);AHO816;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0786;WB0786_MT;265;RETIRADA DE CRUZETA SIMPLES OU DUPLA COM ENCABECAMENTO COM LINHA VIVA;UN
595402;Retirada de cruzeta simples ou dupla com encabeçamento com linha viva (Rede elétrica MT);AHO816;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0786;WB0786_MT;265;RETIRADA DE CRUZETA SIMPLES OU DUPLA COM ENCABECAMENTO COM LINHA VIVA;UN
3000019784;Retirada de cruzeta simples ou dupla com encabeçamento com linha viva (Rede elétrica MT);AHO816;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0786;WB0786_MT;265;RETIRADA DE CRUZETA SIMPLES OU DUPLA COM ENCABECAMENTO COM LINHA VIVA;UN
3000022181;Retirada de uma emenda em BT cabos (Rede elétrica BT);ABR246;BT;Rede BT;BT - LBT - Cabo aEreo;WB0057;WB0057_BT;286;RETIRADA DE UMA EMENDA EM BT (CABOS) ;UN
3000019692;Retirada de ramal aéreo BT (Rede elétrica BT);CHO508;BT;Ramal BT;BT - Ramal Simples;WB1254;WB1254_BT;276;RETIRADA DE RAMAL AEREO BT;UN
3000022575;Retirada de conector AL/CU/AL-AL todas as seções com linha viva (Rede elétrica MT);ABR515;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0702;WB0702_MT;263;RETIRADA DE CONECTOR AL/CU/AL-AL (TODAS AS SECOES) COM LINHA VIVA;UN
3000022593;Retirada de conector AL/CU/AL-AL todas as seções com linha viva (Rede elétrica MT);ABR515;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0702;WB0702_MT;263;RETIRADA DE CONECTOR AL/CU/AL-AL (TODAS AS SECOES) COM LINHA VIVA;UN
3000020285;Retirada de transformador sobre poste (somente transformador) (Transformadores);FHO115;MT;TransformaCAo - MT;MT - Transformadores;WB0322;WB0322_MT;279;RETIRADA DE TRANSFORMADOR SOBRE POSTE (SOMENTE TRANSFORMADOR);UN
5000002813;Retirada de um terminal bimetálico BT (Rede elétrica BT);ABR228;BT;Rede BT;BT - LBT - Cabo aEreo;WB0039;WB0039_BT;284;RETIRADA DE UM TERMINAL BIMETALICO BT;UN
5000002745;Retirada de um isolador de pino ou cadeia com linha viva em serviço de substituição (Rede elétrica MT);ABR510;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0692;WB0692_MT;280;RETIRADA DE UM ISOLADOR DE PINO OU CADEIA COM LINHA VIVA EM SERVICO DE SUBSTITUICAO;CJT
5000003234;Retirada de um isolador de pino ou cadeia com linha viva em serviço de substituição (Rede elétrica MT);ABR510;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0692;WB0692_MT;280;RETIRADA DE UM ISOLADOR DE PINO OU CADEIA COM LINHA VIVA EM SERVICO DE SUBSTITUICAO;CJT
3000022182;Retirada de uma emenda em BT cabos em serviço de substituição (Rede elétrica BT);ABR222;BT;Rede BT;BT - LBT - Cabo aEreo;WB0033;WB0033_BT;287;RETIRADA DE UMA EMENDA EM BT (CABOS) EM SERVICO DE SUBSTITUICAO;CJT
5000003092;Retirada de uma emenda em BT cabos em serviço de substituição (Rede elétrica BT);ABR222;BT;Rede BT;BT - LBT - Cabo aEreo;WB0033;WB0033_BT;287;RETIRADA DE UMA EMENDA EM BT (CABOS) EM SERVICO DE SUBSTITUICAO;CJT
3000022195;Retirada em substituição de estribos e/ou reajuste de conexões com linha viva (Rede elétrica MT);ABR118;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0665;WB0665_MT;291;RETIRADA EM SUBSTITUICAO DE ESTRIBOS E/OU REAJUSTE DE CONEXOES C/ LINHA VIVA;CJT
3000021829;Retirada de uma emenda em MT cabos em serviço de substituição (Rede elétrica MT);ABR219;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0030;WB0030_MT;288;RETIRADA DE UMA EMENDA EM MT (CABOS) EM SERVICO DE SUBSTITUICAO;UN
3000008353;Retirada de uma emenda automática em BT cabos (Rede elétrica BT);ABR211;BT;Rede BT;BT - LBT - Cabo aEreo;WB0022;WB0022_BT;285;Retirada de uma emenda automatica em BT (Cabos);UN
594917;Retirada do equipamento de proteção monofásica ou pára-raio MT/BT com linha viva (Proteção elétrica);AHO824;MT;SubestaCAo MT;MT - SubestaCoes MV/LV - peCa eletromecAnica;WB0803;WB0803_MT;289;RETIRADA DO EQUIPAMENTO DE  PROTECAO MONOFASICA OU PARARRAIO  MT/BT C/ LINHA VIVA;UN
595423;Retirada do equipamento de proteção monofásica ou pára-raio MT/BT com linha viva (Proteção elétrica);AHO824;MT;SubestaCAo MT;MT - SubestaCoes MV/LV - peCa eletromecAnica;WB0803;WB0803_MT;289;RETIRADA DO EQUIPAMENTO DE  PROTECAO MONOFASICA OU PARARRAIO  MT/BT C/ LINHA VIVA;UN
3000021741;Retirada de estribos com linha viva (Rede elétrica MT);ABR116;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0660;WB0660_MT;267;RETIRADA DE ESTRIBOS  C/ LINHA VIVA;CJT
3000019785;Retirada de cruzeta simples ou dupla em disposição de encabeçamento ou derivação (Rede elétrica MT);AHO125;MT;Linha MT;MT - LMT - Cabo aEreo;WB0118;WB0118_MT;266;RETIRADA DE CRUZETA SIMPLES OU DUPLA EM DISPOSICAO DE ENCABECAMENTO OU DERIVACAO;UN
3000020276;Retirada de cruzeta simples ou dupla em disposição de encabeçamento ou derivação (Rede elétrica MT);AHO125;MT;Linha MT;MT - LMT - Cabo aEreo;WB0118;WB0118_MT;266;RETIRADA DE CRUZETA SIMPLES OU DUPLA EM DISPOSICAO DE ENCABECAMENTO OU DERIVACAO;UN
3000008394;Retirada do medidor para balanço em cargas (Medição);ABR404;BT;Grupo de Medida - BT;BT - Medidor BalanCo EnergEtico;WB0081;WB0081_BT;290;RETIRADA DO MEDIDOR PARA BALANCO EM CARGAS;UN
3000008395;Retirada do medidor para balanço em cargas (Medição);ABR404;BT;Grupo de Medida - BT;BT - Medidor BalanCo EnergEtico;WB0081;WB0081_BT;290;RETIRADA DO MEDIDOR PARA BALANCO EM CARGAS;UN
3000006963;Retirada monitor de ramal/medição gráfica (Medição);ABR304;BT;Ramal BT;BT - Ramal Simples;WB0061;WB0061_BT;269;RETIRADA MONITOR DE RAMAL  / MEDICAO GRAFICA;UN
3000021629;Retirada de objetos estranhos em MT e BT com linha viva (Segurança / Rede elétrica);ABR808;MT;SubestaCAo MT;MT - SubestaCoes MV/LV - em suporte;WB0746;WB0746_MT;271;RETIRADA DE OBJETOS ESTRANHOS EM MT E BT C/ LINHA VIVA;CJT
5000002749;Retirada de objetos estranhos em MT e BT com linha viva (Segurança / Rede elétrica);ABR808;MT;SubestaCAo MT;MT - SubestaCoes MV/LV - em suporte;WB0746;WB0746_MT;271;RETIRADA DE OBJETOS ESTRANHOS EM MT E BT C/ LINHA VIVA;CJT
3000019795;Retirada de poste de MT de 10 a 15 metros ou estrutura de encabeçamento com linha viva (Infraestrutura MT);AHO807;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0769;WB0769_MT;274;RETIRADA DE POSTE  DE  MT DE 10 A 15 METROS OU ESTRUTURA DE ENCABECAMENTO C/ LINHA VIVA;UN
3000019973;Retirada de poste de MT de 10 a 15 metros ou estrutura de encabeçamento com linha viva (Infraestrutura MT);AHO807;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0769;WB0769_MT;274;RETIRADA DE POSTE  DE  MT DE 10 A 15 METROS OU ESTRUTURA DE ENCABECAMENTO C/ LINHA VIVA;UN
3000019975;Retirada de poste (disposição passante) MT de 10 a 15 metros com linha viva (Infraestrutura MT);AHO805;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0765;WB0765_MT;275;RETIRADA DE POSTE (DISPOSICAO PASSANTE) MT DE 10 A 15 METROS COM LINHA VIVA;UN
3000020371;Retirar rede compacta Space CabMT (Rede elétrica MT);AHO244;MT;Linha MT;MT - LMT - Cabo aEreo;WB0174;WB0174_MT;292;RETIRAR REDE COMPACTA  (SPACE CAB) MT;UN
5000000384;Retirar rede compacta Space CabMT (Rede elétrica MT);AHO244;MT;Linha MT;MT - LMT - Cabo aEreo;WB0174;WB0174_MT;292;RETIRAR REDE COMPACTA  (SPACE CAB) MT;UN
5000000392;Retirar rede compacta Space CabMT (Rede elétrica MT);AHO244;MT;Linha MT;MT - LMT - Cabo aEreo;WB0174;WB0174_MT;292;RETIRAR REDE COMPACTA  (SPACE CAB) MT;UN
3000019799;Retirada de um seccionalizador ou reconectador (SF6, óleo, vácuo) com linha viva (Proteção elétrica);AHO829;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0812;WB0812_MT;283;RETIRADA DE UM SECIONALIZADOR OU RECONECTADOR (SF6, OLEO, VAZIO) COM LINHA VIVA;UN
3000020289;Retirada de um seccionalizador ou reconectador (SF6, óleo, vácuo) com linha viva (Proteção elétrica);AHO829;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0812;WB0812_MT;283;RETIRADA DE UM SECIONALIZADOR OU RECONECTADOR (SF6, OLEO, VAZIO) COM LINHA VIVA;UN
3000008028;Instalação de um isolador de pino ou cadeia em rede MT com linha viva (Rede elétrica MT);ABR508;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0688;WB0688_MT;202;INSTALACAO DE UM ISOLADOR DE PINO OU CADEIA EM REDE MT COM LINHA VIVA ;UN
3000008036;Instalação de um isolador de pino ou cadeia em rede MT com linha viva (Rede elétrica MT);ABR508;MT;Linha MT;MT - LMT - Rede AErea Nua;WB0688;WB0688_MT;202;INSTALACAO DE UM ISOLADOR DE PINO OU CADEIA EM REDE MT COM LINHA VIVA ;UN
3000019344;Retirada de isoladores (Rede elétrica MT/BT);AHO240;MT;Linha MT;MT - LMT - Cabo aEreo;WB0170;WB0170_MT;268;RETIRADA DE ISOLADORES;UN
3000019885;Retirada de isoladores (Rede elétrica MT/BT);AHO240;MT;Linha MT;MT - LMT - Cabo aEreo;WB0170;WB0170_MT;268;RETIRADA DE ISOLADORES;UN
3000019345;Retirada de pára-raios (Proteção elétrica);AHO223;MT;Linha AT;AT - LDAT - Armamento;WB0155;WB0155_MT;273;RETIRADA DE PARA-RAIOS;UN
3000022250;Retirada de objetos estranhos em MT e BT (Segurança / Rede elétrica);ABR239;BT;Rede BT;BT - LBT - Rede AErea Nua;WB0050;WB0050_BT;270;RETIRADA DE OBJETOS ESTRANHOS EM MT E BT;UN
3000019430;Tensionar ou soltar condutores de qualquer tipo e dimensão (Rede elétrica);AHO212;BT;Rede BT;BT - LBT - Cabo aEreo;WB0144;WB0144_BT;152;TENSIONAR OU SOLTAR CONDUTORES DE QUALQUER TIPO E DIMENSAO.;UN
3000020332;Tensionar ou soltar condutores de qualquer tipo e dimensão (Rede elétrica);AHO212;BT;Rede BT;BT - LBT - Cabo aEreo;WB0144;WB0144_BT;152;TENSIONAR OU SOLTAR CONDUTORES DE QUALQUER TIPO E DIMENSAO.;UN
5000000178;Transporte manual de postes (sem ser de concreto) e acessórios em lugares sem acesso a veículos (Infraestrutura);AHO132;BT;Rede BT;BT - LBT - Rede AErea Nua;WB0123;WB0123_BT;293;TRANSPORTE MANUAL DE POSTES (SEM SER DE CONCRETO) E ACESSORIOS EM LUGARES SEM ACESSO À VEICULOS;m
3000019829;Troca dos taps em centro de transformação de MT-BT aéreo (Manutenção elétrica);FHO118;MT;TransformaCAo - MT;MT - Transformadores;WB0325;WB0325_MT;153;TROCA DOS TAPS EM CENTRO DE TRANSFORMACAO DE MT-BT AEREO;UN
5000003331;Troca dos taps em centro de transformação de MT-BT aéreo (Manutenção elétrica);FHO118;MT;TransformaCAo - MT;MT - Transformadores;WB0325;WB0325_MT;153;TROCA DOS TAPS EM CENTRO DE TRANSFORMACAO DE MT-BT AEREO;UN
5000003364;Troca dos taps em centro de transformação de MT-BT aéreo (Manutenção elétrica);FHO118;MT;TransformaCAo - MT;MT - Transformadores;WB0325;WB0325_MT;153;TROCA DOS TAPS EM CENTRO DE TRANSFORMACAO DE MT-BT AEREO;UN
5000001353;Verificação da integridade e estabilidade de postes (Inspeção);ZHO108;BT;Rede BT;BT - LBT - Rede AErea Nua;ZB0006;ZB0006_BT;295;Verificacao da integridade e estabilidade de postes;UN
5000001356;"Verificação preventiva ""pré job check"" (Inspeção / Segurança)";ZHO109;BT;Rede BT;BT - LBT - Rede AErea Nua;ZB0007;ZB0007_BT;170;"Verificacao preventiva ""pre job check""";UN
3000007777;Visita improdutiva em comissionamento e manutenção de telecontrole (Serviço improdutivo);ABR302;MT;Linha MT;MT - LMT - Cabo aEreo;WB0059;WB0059_MT;296;VISITA IMPRODUTIVA EM COMISIONAMENTO E MANUTENCAO DE TELECONTROLE;UN
3000008367;Visita improdutiva em comissionamento e manutenção de telecontrole (Serviço improdutivo);ABR302;MT;Linha MT;MT - LMT - Cabo aEreo;WB0059;WB0059_MT;296;VISITA IMPRODUTIVA EM COMISIONAMENTO E MANUTENCAO DE TELECONTROLE;UN
3000008492;Vistoria de projetos (Avaliação / conferência);CBR404;BT;Rede BT;BT - LBT - Cabo aEreo;WB1112;WB1112_BT;297;VISTORIA PROJETOS;UN
